Date,Amount Salary,Amount BankSC,13 Drews Ct.,Work Related/Other,Description,Description II,Receipt Group,,,,,,,,,,,,,,
3/19/2015,-7.75,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
3/19/2015,-7.68,,,,Restaurant Meal,Black Bean,,,,,,,,,,,,,,,
3/20/2015,-41.87,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
3/20/2015,-10.69,,,,Restaurant Meal,Spice Junction,,,,,,,,,,,,,,,
3/20/2015,-40.73,,,,Oil Change,Speed-ee,,,,,,,,,,,,,,,
3/20/2015,-2.1,,,,Drink,King Stret Station,,,,,,,,,,,,,,,
3/21/2015,-10.41,,,,Fishing,Brookings,,,,,,,,,,,,,,,
3/21/2015,-48.72,,,,Fishing,Charleston Angler,,,,,,,,,,,,,,,
3/24/2015,-8.75,,,,Restaurant Meal,Taco Riendo,,,,,,,,,,,,,,,
3/24/2015,-5.55,,,,Dip,City Marina,,,,,,,,,,,,,,,
3/24/2015,-20,,,,Gasoline,Exxon Mobil,,,,,,,,,,,,,,,
3/20/2015,-20,,,,Cash,,,,,,,,,,,,,,,,
3/19/2015,-22.25,,,,Gasoline,Shell,,,,,,,,,,,,,,,
3/23/2015,517.59,,,,Salary,,,,,,,,,,,,,,,,
3/26/2015,-25.74,,,,Groceries,Bilo,,,,,,,,,,,,,,,
3/27/2015,-9.62,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
3/27/2015,-1.52,,,,Drinks,City Marina,,,,,,,,,,,,,,,
3/28/2015,-3.68,,,,Dip,City Marina,,,,,,,,,,,,,,,
3/30/2015,-7.5,,,,Restaurant Meal,Bio,,,,,,,,,,,,,,,
3/30/2015,-15.19,,,,Groceries,Bilo,,,,,,,,,,,,,,,
3/30/2015,-23.05,,,,Restaurant Meal,Palace Hotel,,,,,,,,,,,,,,,
3/30/2015,-37.7,,,,Bar,Blind tiger,,,,,,,,,,,,,,,
3/30/2015,-6,,,,Drinks,Rawan Market,,,,,,,,,,,,,,,
3/30/2015,-5.5,,,,Restaurant Meal,piggly wiggly,,,,,,,,,,,,,,,
3/31/2015,-7.68,,,,Groceries,Food Lion,,,,,,,,,,,,,,,
3/31/2015,-6.08,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
3/31/2015,-16.55,,,,Restaurant Meal,Moes Crosstown,,,,,,,,,,,,,,,
3/31/2015,-1.93,,,,Cofffe,Starbucks,,,,,,,,,,,,,,,
04/01/2015,-14.45,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
04/02/2015,40.87,,,,Capitol One Credit,,,,,,,,,,,,,,,,
3/27/2015,403.97,,,,Salary,,,,,,,,,,,,,,,,
04/02/2015,-39.11,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
04/03/2015,-3.68,,,,Dip,City Marina,,,,,,,,,,,,,,,
04/03/2015,-20,,,,Gasoline,Kangaroo,,,,,,,,,,,,,,,
04/04/2015,-27.11,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
04/04/2015,-1.51,,,,Drinks,City Marina,,,,,,,,,,,,,,,
04/06/2015,-6.5,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
04/06/2015,-2.81,,,,Dip,Kangaroo Expres,,,,,,,,,,,,,,,
04/07/2015,-6.08,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
04/07/2015,-5.25,,,,Dip,In N out,,,,,,,,,,,,,,,
04/08/2015,-32.1,,,,Groceries,Harris Teeterr,,,,,,,,,,,,,,,
04/08/2015,-16,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
04/08/2015,-11.1,,,,Drinks,City Marina,,,,,,,,,,,,,,,
04/09/2015,-1.92,,,,Drink,Rite Aid,,,,,,,,,,,,,,,
04/09/2015,-9.7,,,,Restaurant Meal,Barberitos,,,,,,,,,,,,,,,
04/09/2015,-22.92,,,,Hat Drinks,,,,,,,,,,,,,,,,
4/10/2015,-3.03,,,,Drinks,Harris Teeter,,,,,,,,,,,,,,,
4/11/2015,-39.82,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
4/10/2015,499.65,,,,Salary,,,,,,,,,,,,,,,,
04/07/2015,,,,-51.39,Gasoline,George's Truck,,,,,,,,,,,,,,,
04/06/2015,-135.98,,,,Health Insurance,,,,,,,,,,,,,,,,
04/03/2015,409.95,,,,Salary,,,,,,,,,,,,,,,,
4/13/2015,-22.24,,,,Groceries,Bilo,,,,,,,,,,,,,,,
4/13/2015,-7.23,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
4/13/2015,-2.88,,,,Dip,Lil Cricket,,,,,,,,,,,,,,,
4/15/2015,-8.16,,,,Restaurant Meal,Lil Cricket,,,,,,,,,,,,,,,
4/16/2015,-5.26,,,,Drinks,King Station,,,,,,,,,,,,,,,
4/16/2015,-9.61,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
4/17/2015,,,,-9,Parking,Resort Shop,,,,,,,,,,,,,,,
4/18/2015,-35.32,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
4/18/2015,-3.03,,,,Drink,Harris Teeter,,,,,,,,,,,,,,,
4/18/2015,-9.61,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
4/20/2015,-29.95,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
4/20/2015,-7.36,,,,Drinks,Sunoco,,,,,,,,,,,,,,,
4/20/2015,-15.1,,,,Drinks,Shell,,,,,,,,,,,,,,,
4/21/2015,-5.06,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
4/21/2015,,,,-6,Parking,Resort Shop,,,,,,,,,,,,,,,
4/21/2015,,,,-1,Parking,Resort Shop,,,,,,,,,,,,,,,
4/22/2015,-16.51,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
4/22/2015,-20,,,,Gasoline,Kangaroo,,,,,,,,,,,,,,,
4/22/2015,-1.88,,,,Drinks,Subway,,,,,,,,,,,,,,,
4/21/2015,-2.6,,,,Dip,Kangaroo,,,,,,,,,,,,,,,
4/22/2015,-2.98,,,,Dip,Lil Cricket,,,,,,,,,,,,,,,
4/22/2015,-6.46,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
4/22/2015,-15.96,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
4/23/2015,-6.63,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
4/23/2015,,,,-12,Parking,Resort Shop,,,,,,,,,,,,,,,
4/23/2015,-7.71,,,,Groceries,Food Lion,,,,,,,,,,,,,,,
4/10/2015,499.65,,,,Salary,,,,,,,,,,,,,,,,
4/17/2015,469.75,,,,Salary,,,,,,,,,,,,,,,,
4/17/2015,,-9786,,,Federal Taxes,,,,,,,,,,,,,,,,
4/17/2015,,-3659,,,State Taxes,,,,,,,,,,,,,,,,
4/14/2015,,,-3000,,Earnest Monies,13 Drews,,,,,,,,,,,,,,,
4/30/2015,,,-1021.2,,Title Services,Donaldson Lawfirm,,,,,,,,,,,,,,,
4/30/2015,,,-107578.04,,Payment,13 Drews,,,,,,,,,,,,,,,
4/25/2015,-14.29,,,,Steam Distillation,Bottles,,,,,,,,,,,,,,,
4/27/2015,-39.39,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
4/25/2015,-6.63,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
4/27/2015,-56.14,,,,Steam Distillation,Lowe's,,,,,,,,,,,,,,,
4/27/2015,-32.42,,,,Steam Distillation,Walmart,,,,,,,,,,,,,,,
4/27/2015,-6.63,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
4/28/2015,-59.49,,,,Education,VmWare Software,,,,,,,,,,,,,,,
4/28/2015,-3.35,,,,Dip,Shell Oil,,,,,,,,,,,,,,,
4/29/2015,-47.45,,,,Groceries,Food Lion,,,,,,,,,,,,,,,
4/24/2015,90,,,,Tax Auction,,,,,,,,,,,,,,,,
4/1/2015,-14.83,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
05/01/2015,,,-9.21,,Door Lock,True Value,,,,,,,,,,,,,,,
05/01/2015,-11.92,,,,Beer,In N out,,,,,,,,,,,,,,,
05/02/2015,-6.88,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
05/02/2015,-10.39,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
05/04/2015,-26.18,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
05/04/2015,-13,,,,Fishing Liscence,SC,,,,,,,,,,,,,,,
05/04/2015,-10.72,,,,Cigarretts,Shell Oil,,,,,,,,,,,,,,,
05/05/2015,589.98,,,,Salary,,,,,,,,,,,,,,,,
05/05/2015,-135.98,,,,Health Insurance,,,,,,,,,,,,,,,,
05/05/2015,-32,,,,Driingks,City Marina,,,,,,,,,,,,,,,
05/05/2015,-21,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
05/05/2015,-24.6,,,,Restaurant Meal,Pressleys at the Marina,,,,,,,,,,,,,,,
05/06/2015,-16.99,,,,Groceries,Harrris Teeter,,,,,,,,,,,,,,,
05/05/2015,-20,,,,Gasoline,Shell,,,,,,,,,,,,,,,
05/06/2015,-10.39,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
05/07/2015,-200,,,,Education,Real Estate Agent Class,,,,,,,,,,,,,,,
05/07/2015,-3.03,,,,Drink,Harris Teeter,,,,,,,,,,,,,,,
05/07/2015,-6.62,,,,Restaurant Meal,Kangaroo,,,,,,,,,,,,,,,
05/07/2015,,,,-3,Reimbursement,Charleston Place Garage,,,,,,,,,,,,,,,
05/08/2015,-0.76,,,,Drink,Kangaroo Express,,,,,,,,,,,,,,,
05/08/2015,,,,-7,Reimbursement,Charleston Place Garage,,,,,,,,,,,,,,,
05/09/2015,-3.09,,,,Drink,Harris Teeter,,,,,,,,,,,,,,,
5/11/2015,-25.63,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/11/2015,-16.8,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/11/2015,-3.09,,,,Dip,Lil Cricket,,,,,,,,,,,,,,,
5/11/2015,-20,,,,Gasoline,Kangaroo,,,,,,,,,,,,,,,
5/11/2015,-26.74,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/11/2015,-4.32,,,,Beer Supplies,Bottles,,,,,,,,,,,,,,,
5/11/2015,-3.57,,,,Beer Supplies,True Value,,,,,,,,,,,,,,,
5/12/2015,-18.75,,,,Bar,Charleston Rifle club,,,,,,,,,,,,,,,
5/12/2015,-19.5,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
5/16/2015,,,,-8,Reimbursement,Charleston Place Garage,,,,,,,,,,,,,,,
5/13/2015,-5.48,,,,Dipp,Shell,,,,,,,,,,,,,,,
5/13/2015,-6.62,,,,Restaurant Meal,Kangaroo Express,,,,,,,,,,,,,,,
5/13/2015,-0.76,,,,Drink,Kangaroo Express,,,,,,,,,,,,,,,
5/13/2015,-28.6,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/15/2015,-10.39,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
5/15/2015,-3.03,,,,Drink,Harris Teeter,,,,,,,,,,,,,,,
05/08/2015,469.75,,,,Salary,,,,,,,,,,,,,,,,
5/15/2015,469.75,,,,Salary,,,,,,,,,,,,,,,,
5/16/2015,100,,,,Gift,Neil,,,,,,,,,,,,,,,
5/16/2015,-13,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
5/16/2015,-37.32,,,,Beer Supplies,Bottles,,,,,,,,,,,,,,,
5/15/2015,-8.79,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
5/16/2015,-15.1,,,,Restaurant Meal,Whole Foods,,,,,,,,,,,,,,,
5/17/2015,-8,,,,Restaurant Meal,Dixie Supply,,,,,,,,,,,,,,,
5/l7/2015,-38.35,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/18/2015,-29.7,,,,Groceries,Harrris Teeter,,,,,,,,,,,,,,,
5/19/2015,-35.31,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/19/2015,-6.03,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
5/21/2015,-3.02,,,,Drinks,Harrris Teeter,,,,,,,,,,,,,,,
5/21/2015,-28.41,,,,Bar,Juanita Greenbergs,,,,,,,,,,,,,,,
5/21/2015,-30.31,,,,Gas,Kangaroo Express,,,,,,,,,,,,,,,
5/22/2015,-44.53,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/23/2015,-16.21,,,,Bar,Coconut Joe's,,,,,,,,,,,,,,,
5/23/2015,-75.75,,,,Beer,Harris Teeter,,,,,,,,,,,,,,,
5/24/2015,-48.67,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/24/2015,-8.52,,,,Groceries,Harrris Teeter,,,,,,,,,,,,,,,
5/21/2015,,,,-2,Reimbursement,Charleston Place Garage,,,,,,,,,,,,,,,
5/22/2015,,,-1166,,Home Owners Insuarance,William Means,6 month policy,,,,,,,,,,,,,,
5/26/2015,,,-150,,Extermination,Palmetto Exterminators,Fleas(In and Out),,,,,,,,,,,,,,
5/22/2015,,,,99.39,Reimbursement,,,,,,,,,,,,,,,,
5/22/2015,426.2,,,,,,,,,,,,,,,,,,,,
5/26/2015,-6.67,,,,Restaurant Meal,Kangaroo Express,,,,,,,,,,,,,,,
5/26/2015,-20.75,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/26/2015,-20,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
5/27/2015,-3.5,,,,Drink,Workshop,,,,,,,,,,,,,,,
5/27/2015,-9.62,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
5/27/2015,-27.19,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/28/2015,-3.94,,,,Drinks,Kangaroo Express,,,,,,,,,,,,,,,
5/28/2015,-6.47,,,,Restaurant Meal,Food Lion,,,,,,,,,,,,,,,
5/28/2015,-1.82,,,,Drinks,Food Lion,,,,,,,,,,,,,,,
5/29/2015,-4.15,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
5/30/2015,-14.5,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/31/2015,-1,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/31/2015,,,-9.99,,Flea Spray,Harris Teeter,,,,,,,,,,,,,,,
5/31/2015,-7.23,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
06/01/2015,-4.56,,,,Groceries,Bilo,,,,,,,,,,,,,,,
06/02/2015,-12.18,,,,Groceries,Bilo,,,,,,,,,,,,,,,
06/03/2015,-6.91,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
06/03/2015,-7,,,,Bar,Juanita Greenbergs,,,,,,,,,,,,,,,
06/04/2015,-4.4,,,,Restaurant Meal,Wal Mart,,,,,,,,,,,,,,,
5/29/2015,501.65,,,,Salary,,,,,,,,,,,,,,,,
06/05/2015,-252,,,,Fine,Municipal Court,,,,,,,,,,,,,,,
06/05/2015,-135.98,,,,Health Insuarance,Coventry Health,,,,,,,,,,,,,,,
06/05/2015,,,-39.04,,Tools,Hughe's,4Willtown,,,,,,,,,,,,,,
06/05/2015,-6.59,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
06/06/2015,-12.92,,,,Drinks,Kangaroo Express,,,,,,,,,,,,,,,
06/06/2015,-17.63,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
06/07/2015,-28,,,,Bar,Faculty Lounge,,,,,,,,,,,,,,,
06/07/2015,-26,,,,Bar,Palace Hotel,,,,,,,,,,,,,,,
06/07/2015,-5.57,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
06/07/2015,-22.09,,,,Restaurant Meal,Gilroys,,,,,,,,,,,,,,,
06/08/2015,-6.95,,,,Restaurant Meal,Shuang Xi,,,,,,,,,,,,,,,
06/08/2015,-29.11,,,,Gasoline,Kangaroo Express,,,,,,,,,,,,,,,
06/09/2015,-32.44,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
06/09/2015,-4.22,,,,Restaurant Meal,Wal Mart,,,,,,,,,,,,,,,
6/10/2015,-27.21,,,,Restaurant Meal,Lee Lee's,,,,,,,,,,,,,,,
6/10/2015,-20.5,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
6/11/2015,-10.21,,,,Restaurant Meal,Jersey Mikes,,,,,,,,,,,,,,,
6/12/2015,-56.42,,,,Gift,Open Door Shop,Sarah and Witt's wedding,,,,,,,,,,,,,,
6/12/2015,,,-37.97,,Materials,Hughe's,Trash Bag's,,,,,,,,,,,,,,
6/12/2015,-8.25,,,,Bar,Charleston Rifle Club,,,,,,,,,,,,,,,
6/13/2015,-4.3,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
6/13/2015,-11.86,,,,Groceries,Bilo,,,,,,,,,,,,,,,
6/14/2015,-8.95,,,,Groceries,Whole Foods,,,,,,,,,,,,,,,
6/14/2015,-21.12,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
6/14/2015,-24.99,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
06/08/2015,403.97,,,,Salary,,,,,,,,,,,,,,,,
6/12/2015,212.63,,,,Salary,,,,,,,,,,,,,,,,
6/22/2015,-3.02,,,,Groceries,Food Lion,,,,,,,,,,,,,,,
6/17/2015,-429.66,,,,Tools,Lowe's,"Circular Saw, Impact Drill, and Extra Battery",,,,,,,,,,,,,,
6/172015,-2.01,,,,Groceries,Bilo,,,,,,,,,,,,,,,
6/18/2015,-14.02,,,,Bar,Taco Boy,,,,,,,,,,,,,,,
6/19/2015,-14.16,,,,Restaurant Meal,Spring Rolls,,,,,,,,,,,,,,,
6/19/2015,-33.24,,,,Gasoline,Kangaroo Express,,,,,,,,,,,,,,,
6/19/2015,-17.95,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
6/20/2015,-4.05,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
6/20/2015,-15,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
6/20/2015,,,-157.81,,Materials,Southern Lumber,Fence,4x4's 2x4's treated(first 25 feet),,,,,,,,,,,,,
6/22/2015,-5.48,,,,Dip,Kangaroo Express,,,,,,,,,,,,,,,
6/22/2015,-28.28,,,,Gasoline,Kangaroo Express,,,,,,,,,,,,,,,
6/23/2015,-9.98,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
6/22/2015,,,-455.7,,Trash,Mr.Brown,Dump Trailer,,,,,,,,,,,,,,
6/25/2015,,,-550,,Elevation Certificate,Robert Frank,,,,,,,,,,,,,,,
6/25/2015,-25,,,,Liscence,South Carolina Real Estate Commission,,,,,,,,,,,,,,,
6/30/2015,212.63,,,,Salary,,,,,,,,,,,,,,,,
6/30/2015,-40,,,,Cash,,,,,,,,,,,,,,,,
6/24/2015,,,-52.56,,Tools,Hughe's,Respirator and gloves,,,,,,,,,,,,,,
6/27/2015,,,-107.58,,Tools,Lowe's,Saw Zal and blades,,,,,,,,,,,,,,
6/27/2015,-3.09,,,,Dip,Lil Cricket,,,,,,,,,,,,,,,
6/27/2015,-13.6,,,,Restaurant Meal,Earth Fare,,,,,,,,,,,,,,,
6/28/2015,,,-26.04,,Materials,Lowe's,Fence,Pickets,,,,,,,,,,,,,
6/28/2015,,,-25.21,,Materials,Lowe's,Fence,Pickets,,,,,,,,,,,,,
6/29/2015,,,-86.8,,Rental,United Rentals,Flooring,Tile Remover,,,,,,,,,,,,,
6/29/2015,,,-87.2,,Materials,Southern Lumber,Framing,2x4's,,,,,,,,,,,,,
6/29/2015,-8.76,,,,Gasoline,Kangaroo Express,,,,,,,,,,,,,,,
6/29/2015,-23.38,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
6/29/2015,-4.34,,,,Groceries,Bilo,,,,,,,,,,,,,,,
6/30/2015,,,-87.22,,Materils,Souther Lumber,Framing,3/4'' OSB,,,,,,,,,,,,,
6/30/2015,,,-45.55,,Tools,Hughe's,Framing,Peal and Seal and masonry chisle,,,,,,,,,,,,,
7/1/2015,-24.35,,,,Beer,Wal Mart,,,,,,,,,,,,,,,
7/1/2015,-40.73,,,,Oil Change,Speedee,,,,,,,,,,,,,,,
7/1/2015,-8.3,,,,Cigarretts,Walmar,,,,,,,,,,,,,,,
7/1/2015,-45.95,,,,Groceries,Wal Mart,,,,,,,,,,,,,,,
7/5/2015,-26.75,,,,Gasoline,Shell,,,,,,,,,,,,,,,
7/8/2015,,,-147.23,,Materials,Lowe's,Framing,"Mortar, tools, Tyvek",,,,,,,,,,,,,
7/8/2015,,,-39.65,,Materials,Lowe's,Framing,2x4's. angle iron,,,,,,,,,,,,,
7/8/2015,-2.75,,,,Drinks,Harris Teeter,,,,,,,,,,,,,,,
7/8/2015,-11.33,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
7/9/2015,,,-13.85,,Materials,Lowe's,Framing,Mortar,,,,,,,,,,,,,
7/10/2015,,,-8.52,,Materials,Lowe's,Framing,OSB,,,,,,,,,,,,,
07/08/2015,-1000,,,,Education,Iron Yard,Deposit,,,,,,,,,,,,,,
7/10/2015,,,-300,,Electrical,Dale Spence,T-Pole,,,,,,,,,,,,,,
6/30/2015,,,-830,,Tree Service,Robert Thomson,Tree Clearing,,,,,,,,,,,,,,
07/03/2015,-135.98,,,,Health Insuarance,Coventry Health,,,,,,,,,,,,,,,
7/10/2015,,,-20.96,,Materials,Hughe's,Framing,Brick Lintel 48'',,,,,,,,,,,,,
7/12/2015,-15.4,,,,Bar,Red's Ice House,,,,,,,,,,,,,,,
7/12/2015,-33.91,,,,Gasoline,Shell Oil,,,,,,,,,,,,,,,
7/12/2015,-11.37,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
7/13/2015,-29.28,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
7/14/2015,,,-24.7,,Materials,Souther Lumber,Framing,2x4's,,,,,,,,,,,,,
7/14/2015,-6.09,,,,Dip,Kangaroo Express,,,,,,,,,,,,,,,
7/16/2015,-24.15,,,,Restaurant Meal,Dellz,,,,,,,,,,,,,,,
7/18/2015,-23.31,,,,Beer,Bilo,,,,,,,,,,,,,,,
7/19/2015,-7.72,,,,Restaurant Meal,Barberitos,,,,,,,,,,,,,,,
7/20/2015,-4.03,,,,Dip,Shell Oil,,,,,,,,,,,,,,,
7/21/2015,-3.09,,,,Dip,Lil Cricket,,,,,,,,,,,,,,,
7/21/2015,-16,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
7/23/2015,-13.98,,,,Restaurant Meal,Short Grain,,,,,,,,,,,,,,,
7/14/2015,74.1,,,,Scapping,Charleston Steel,,,,,,,,,,,,,,,
7/16/2015,-20,,,,Cash,,,,,,,,,,,,,,,,
7/20/2015,-46.25,,,,Cash,,,,,,,,,,,,,,,,
7/24/2015,-18.48,,,,Book,Amazon,,,,,,,,,,,,,,,
7/25/2015,-68.44,,,,Education,Robot Kit,,,,,,,,,,,,,,,
7/26/2015,,,-50.64,,Materials,Lowe's,Yard,Brick Lintel 48'' /round-up ready,,,,,,,,,,,,,
7/26/2015,-16.52,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
7/28/2015,,,-138.9,,Materials,Souther Lumber,Framing,"2x4's,flashing",,,,,,,,,,,,,
7/28/2015,-5.76,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
7/29/2015,-22.24,,,,Gasoline,Scotchman,,,,,,,,,,,,,,,
7/29/2015,,,-55.47,,Materials,Lowe's,Framing,"Mortar,stucco tools",,,,,,,,,,,,,
7/29/2015,-9.91,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
7/29/2015,,,-576.18,,Materials,Buck Lumber,Framing,"2x4's,ply-wood",,,,,,,,,,,,,
7/29/2015,,,-48.17,,Materials,Buck Lumber,Framing,Screws,,,,,,,,,,,,,
7/29/2015,-28.28,,,,Restaurant Meal,Bohn Mi,,,,,,,,,,,,,,,
7/30/2015,,,-21.46,,Materials,Souther Lumber,Demolition,Saw-all blades,,,,,,,,,,,,,
7/30/2015,-10.84,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
7/30/2015,-3.13,,,,Restaurant Meal,Bi-lo,,,,,,,,,,,,,,,
7/31/2015,,,-63.15,,Materials,Lowe's,Framing,"Sheathing,screws",,,,,,,,,,,,,
7/24/2015,,,-6.9,,Materials,Hughe's,Yard,Compost Bags,,,,,,,,,,,,,
7/31/2015,,,-45.2,,Materials,Lowe's,Framing,Insulation board and screws,,,,,,,,,,,,,
7/25/2015,-24.41,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
7/31/2015,-7.09,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
8/1/2015,-4.73,,,,Dip,Kangaroo Express,,,,,,,,,,,,,,,
8/1/2015,-23.63,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
8/1/2015,-3.3,,,,Restaurant Meal,Bi-lo,,,,,,,,,,,,,,,
8/3/2015,-52.55,,,,Gasoline,Scotchman,,,,,,,,,,,,,,,
8/3/2015,,,-281.02,,Tools,Lowe's,Air Compressor,,,,,,,,,,,,,,
8/3/2015,,,-129.13,,Materials,Buck Lumber,Framing,"2x4's,hurricane brackets",,,,,,,,,,,,,
8/4/2015,,,-92.81,,Materials,Souther Lumber,Framing,,,,,,,,,,,,,,
8/4/2015,,,-72.17,,Materials,Southern Lumber,Framing,,,,,,,,,,,,,,
8/4/2015,-7.81,,,,Restaurant Meal,Kangaroo Express,,,,,,,,,,,,,,,
8/4/2015,-2.78,,,,Dip,Kangaroo Express,,,,,,,,,,,,,,,
8/5/2015,,,-106.93,,Materials,Carolina Supplies,Stucco,Sand and mortar,,,,,,,,,,,,,
8/5/2015,-6.55,,,,Restaurant Meal,Bilo,,,,,,,,,,,,,,,
8/6/2015,-25.61,,,,Gasoline,Stop-aMinit,,,,,,,,,,,,,,,
8/6/2015,-24.59,,,,Beer,Stop-aMinit,,,,,,,,,,,,,,,
8/6/2015,-20.68,,,,Education,Newark,,,,,,,,,,,,,,,
8/6/2015,-33.29,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
8/8/2015,-12.11,,,,Education,Newark,,,,,,,,,,,,,,,
8/8/2015,-37.35,,,,Beer,Ingles,,,,,,,,,,,,,,,
8/8/2015,-16.02,,,,Bar,High Hampton,,,,,,,,,,,,,,,
8/9/2015,-7.67,,,,Restaurant Meal,Subway,,,,,,,,,,,,,,,
8/9/2015,-4.9,,,,Drink,Ingles,,,,,,,,,,,,,,,
8/9/2015,-16.24,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
8/10/2015,,,-89,,Tools,Lowe's,Stucco,,,,,,,,,,,,,,
8/5/2015,,,-25.9,,Materials,Lowe's,Framing,Screws,,,,,,,,,,,,,
8/11/2015,,,-11.33,,Materials,Lowe's,Framing,2x4's,,,,,,,,,,,,,
8/11/2015,,,-17.9,,Materials,Carolina Supplies,Stucco,Corner Beads,,,,,,,,,,,,,
8/5/2015,-135.98,,,,Health Insuarance,,,,,,,,,,,,,,,,
08/08/2015,-10.44,,,,Beer,RaceWay 846,,,,,,,,,,,,,,,
8/8/2015,-10,,,,Groceries,Cooks Farm,,,,,,,,,,,,,,,
8/5/2015,,,-230,,Permit,City of Charleston,,,,,,,,,,,,,,,
8/12/2015,-17.9,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
8/12/2015,-6.92,,,,Dip,In and Out,,,,,,,,,,,,,,,
8/13/2015,-39.33,,,,Gasoline,Kangaroo Express,,,,,,,,,,,,,,,
8/14/2015,-15.25,,,,Restaurant Meal,Dellz,,,,,,,,,,,,,,,
